fil,recwgt,status,ID,pbad,w_var01,w_var02,w_var03,w_var04,w_var05,w_var06,w_var07,w_var08,w_var09,w_var10,w_var11,w_var12,w_var13,w_var14,status_log
B,1,G,25811,0.2408,-0.743,0.125,-0.146,1.333,1.637,1.263,-1.084,1.015,-0.081,0.948,0.198,0.073,-0.855,-0.027,G
B,1,G,25812,0.2408,-0.489,-0.276,-0.045,0.513,0.513,1.002,-0.419,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25813,0.2408,0.094,0.125,-0.094,0.3,0.3,1.263,-1.084,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25814,0.2408,-0.489,1.003,0.055,0.513,0.513,1.002,1.007,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25815,0.2408,-0.732,0.125,-0.075,1.766,1.637,1.215,1.986,3.157,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,B,25816,0.2408,-0.732,0.125,-0.027,-0.804,-0.804,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.338,-0.027,B
B,1,G,25817,0.2408,0.133,0.125,-0.081,0.3,0.3,1.521,-0.15,1.545,-0.133,-0.328,0.198,0.073,0.156,0.215,G
B,1,B,25818,0.2408,-0.491,0.125,-0.081,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,-2.196,0.073,-0.556,-0.027,B
B,1,G,25819,0.2408,-0.711,-0.276,0.186,0.513,0.513,1.521,1.986,1.545,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25820,0.2408,0.094,1.003,0.21,-0.804,-0.804,-0.935,1.007,-0.942,-0.081,-0.328,0.198,-1.184,-0.556,-0.027,G
B,1,G,25821,0.2408,-0.711,-0.164,-0.081,0.513,0.513,1.002,0.713,2.078,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25822,0.2408,2.074,0.125,-0.051,0.3,0.3,1.884,1.986,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,25823,0.2408,-0.491,-0.276,0.186,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,25824,0.2408,0.133,0.125,-0.146,-0.109,-0.109,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25825,0.2408,-0.108,-0.228,-0.075,-0.804,-0.804,-0.935,0.882,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,B,25826,0.2408,-0.732,0.125,-0.027,-1.375,-1.648,-0.935,0.235,-0.942,-0.081,-0.328,-2.196,0.073,-0.772,-0.027,B
B,1,G,25827,0.2408,3.341,1.003,0.106,0.3,0.3,1.884,1.007,3.157,-0.081,0.948,0.198,0.073,0.156,1.755,G
B,1,G,25828,0.2408,-0.491,-0.276,-0.146,-0.804,-0.804,1.002,-0.944,1.545,-0.081,0.948,-2.196,0.073,0.156,-0.027,G
B,1,B,25829,0.2408,-0.732,-0.228,-0.075,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25830,0.2408,0.133,0.125,-0.027,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25831,0.2408,-0.489,-1.378,0.21,1.766,1.637,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,25832,0.2408,0.133,0.125,-0.151,-2.196,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,-1.184,-0.772,-0.027,B
B,1,G,25833,0.2408,-0.711,-0.228,0.21,0.513,0.513,1.215,1.986,2.078,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25834,0.2408,-0.413,0.125,-0.151,-0.109,-0.109,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25835,0.2408,3.341,-0.276,0.055,0.3,0.3,1.884,-0.944,3.157,-0.081,0.948,0.519,0.073,1.532,-0.027,G
B,1,G,25836,0.2408,5.722,1.003,0.21,1.487,1.653,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,25837,0.2408,-0.743,-0.228,-0.027,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.463,G
B,1,G,25838,0.2408,0.094,0.125,-0.027,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,B,25839,0.2408,2.074,0.125,0.135,-0.804,-0.804,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,25840,0.2408,-0.732,-0.686,0.106,0.3,0.3,1.002,0.882,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,25841,0.2408,-0.711,0.125,-0.045,0.3,0.3,-0.935,0.235,-0.942,-0.081,-0.328,-2.196,0.073,-0.556,-0.027,B
B,1,B,25842,0.2408,-0.711,-1.378,-0.043,-0.804,-0.804,-0.935,-1.084,-1.049,-0.133,0.948,-2.196,0.073,1.532,-0.054,B
B,1,G,25843,0.2408,-0.413,0.125,-0.151,-0.804,-0.804,1.884,-0.944,1.015,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25844,0.2408,0.352,0.125,-0.045,0.513,0.513,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,25845,0.2408,0.352,0.125,0.065,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25846,0.2408,0.352,-0.164,0.135,0.3,0.3,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25847,0.2408,0.094,1.003,0.106,-0.804,-0.804,1.215,1.007,1.015,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,B,25848,0.2408,-0.489,0.125,-0.094,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25849,0.2408,-0.531,-0.228,0.21,1.558,1.653,-0.935,1.986,-1.049,0.807,0.948,0.198,0.073,-0.948,-0.027,G
B,1,G,25850,0.2408,0.094,-0.276,-0.027,1.727,1.653,1.002,-0.419,1.015,0.807,-0.328,0.198,0.073,1.532,-0.027,G
B,1,B,25851,0.2408,-0.711,-0.276,-0.045,-0.804,-0.804,-0.935,0.882,-0.942,-0.133,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,B,25852,0.2408,-0.413,0.125,0.065,-0.804,-0.804,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,25853,0.2408,-0.413,-0.228,0.21,-0.804,-0.804,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,25854,0.2408,0.094,1.003,-0.094,0.513,0.513,1.215,1.007,1.015,-0.081,0.948,0.519,0.073,0.156,-0.027,G
B,1,G,25855,0.2408,-0.531,-0.228,-0.146,1.558,1.653,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,25856,0.2408,-0.743,-0.276,-0.151,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,-2.196,0.073,0.92,-0.027,B
B,1,G,25857,0.2408,-0.531,-0.228,-0.043,0.3,0.3,1.884,0.079,1.545,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,25858,0.2408,-0.531,0.125,0.065,0.3,0.3,-0.935,0.713,-1.049,0.807,0.948,0.198,0.073,0.388,-0.027,B
B,1,B,25859,0.2408,-0.413,0.125,0.106,-0.109,-0.109,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,25860,0.2408,-0.413,-0.164,-0.146,0.3,0.3,-0.935,-1.084,-1.049,-0.081,0.948,-2.196,0.073,0.388,-0.027,B
B,1,G,25861,0.2408,0.985,0.125,0.065,-0.804,-0.804,1.884,-0.325,1.015,0.807,0.948,0.198,0.073,0.156,-0.812,G
B,1,G,25862,0.2408,-0.732,0.125,0.135,1.809,1.653,1.263,0.797,1.545,-0.081,-0.328,0.198,0.073,0.156,1.755,G
B,1,B,25863,0.2408,-0.743,-0.228,-0.045,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,-1.184,0.156,-0.027,B
B,1,G,25864,0.2408,0.352,0.125,-0.027,0.513,0.513,1.884,1.986,1.545,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,25865,0.2408,0.352,0.125,-0.051,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.388,-0.027,G
B,1,G,25866,0.2408,-0.413,0.125,0.135,0.3,0.3,1.002,1.986,1.015,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,25867,0.2408,-0.732,-1.378,-0.027,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25868,0.2408,0.094,0.125,0.106,0.513,0.513,-0.935,3.447,-1.049,0.807,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,25869,0.2408,-0.732,0.125,0.135,0.513,0.513,1.215,1.55,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,25870,0.2408,-0.108,0.125,-0.027,-1.375,-1.648,1.884,-0.944,1.545,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,25871,0.2408,-0.491,0.125,0.055,1.558,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.054,G
B,1,G,25872,0.2408,0.094,-0.228,0.186,0.513,0.513,1.215,1.986,2.078,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25873,0.2408,2.074,0.125,0.186,1.809,1.653,1.884,1.55,1.015,-0.081,-0.328,0.198,0.073,-0.855,1.755,G
B,1,G,25874,0.2408,-0.743,0.125,0.055,-0.804,-0.804,1.884,1.986,1.015,-0.133,0.948,0.198,0.073,0.92,-0.344,G
B,1,G,25875,0.2408,-0.413,-0.228,-0.045,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,25876,0.2408,0.094,0.125,-0.043,0.513,0.513,1.884,1.55,2.078,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25877,0.2408,0.094,-0.228,-0.027,1.558,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,25878,0.2408,0.094,1.003,-0.081,0.513,0.513,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,25879,0.2408,-0.711,-0.228,0.186,-1.375,-1.648,1.002,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25880,0.2408,5.722,0.125,0.055,-0.042,-0.042,1.884,-0.15,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25881,0.2408,-0.413,0.125,-0.027,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,25882,0.2408,-0.743,-1.378,-0.081,-0.804,-0.804,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,25883,0.2408,-0.491,0.125,0.21,0.3,0.3,-0.935,0.713,-0.942,0.807,-0.328,0.198,0.073,-0.855,-0.027,B
B,1,G,25884,0.2408,0.352,0.125,-0.151,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,25885,0.2408,-0.732,-0.686,-0.075,0.3,0.3,1.521,-1.084,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,25886,0.2408,0.985,-0.228,0.106,-0.804,-0.804,1.884,-0.944,1.015,0.807,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,25887,0.2408,0.094,-0.228,-0.094,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,25888,0.2408,0.133,0.125,-0.094,0.513,0.513,1.002,1.986,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,25889,0.2408,-0.491,0.125,0.065,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25890,0.2408,-0.108,0.125,0.106,0.513,0.513,1.002,-0.15,1.015,-0.081,0.948,0.198,-1.184,0.156,-0.027,G
B,1,B,25891,0.2408,-0.732,0.125,-0.094,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25892,0.2408,-0.531,0.125,-0.146,1.333,1.637,1.884,0.882,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25893,0.2408,0.985,0.125,0.135,0.3,0.3,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,B,25894,0.2408,-0.732,0.125,-0.094,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,25895,0.2408,-0.743,0.125,-0.075,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,25896,0.2408,-0.531,0.125,-0.094,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25897,0.2408,-0.531,0.125,0.21,0.3,0.3,1.002,0.882,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25898,0.2408,0.133,0.125,-0.081,1.766,1.637,1.263,-0.15,3.157,-0.133,0.948,0.198,0.073,0.156,-0.747,G
B,1,G,25899,0.2408,0.985,0.125,-0.045,0.513,0.513,-0.935,0.235,-0.942,1.12,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25900,0.2408,-0.743,0.125,-0.094,-0.804,-0.804,1.521,-0.944,1.545,-0.133,0.948,0.198,0.073,0.156,-0.344,G
B,1,G,25901,0.2408,-0.108,0.125,-0.075,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25902,0.2408,-0.413,0.125,-0.146,0.3,0.3,1.884,-0.325,2.078,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25903,0.2408,-0.732,1.003,-0.151,0.513,0.513,1.884,1.007,1.015,-0.081,-0.328,0.198,-1.184,0.92,-0.027,G
B,1,G,25904,0.2408,5.722,0.125,0.21,0.3,0.3,1.884,-0.15,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,B,25905,0.2408,0.133,-0.276,-0.027,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25906,0.2408,0.985,0.125,0.21,0.513,0.513,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,25907,0.2408,-0.711,0.125,0.065,0.513,0.513,-0.935,-0.325,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25908,0.2408,3.341,0.125,0.106,0.3,0.3,1.884,-0.944,3.157,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,B,25909,0.2408,-0.491,-0.228,-0.146,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,-2.196,0.073,-0.772,-0.027,B
B,1,B,25910,0.2408,0.352,0.125,-0.094,-0.804,-0.804,1.884,-1.084,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,25911,0.2408,0.094,-1.378,-0.027,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,25912,0.2408,-0.413,-1.378,-0.075,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,25913,0.2408,0.094,-0.164,0.186,1.558,1.653,1.215,1.55,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,B,25914,0.2408,-0.711,-0.164,-0.094,0.3,0.3,-0.935,-0.419,-0.942,0.807,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,B,25915,0.2408,-0.732,0.125,-0.094,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,-1.184,-0.948,-0.027,B
B,1,B,25916,0.2408,0.133,0.125,-0.027,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,-2.196,0.073,-0.948,-0.027,B
B,1,G,25917,0.2408,0.352,0.125,-0.151,1.809,1.653,-0.935,0.797,-0.942,-0.081,-0.328,-2.196,0.073,0.156,1.755,G
B,1,B,25918,0.2408,-0.743,-1.378,0.065,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,25919,0.2408,-0.743,0.125,-0.146,-0.804,-0.804,1.002,-1.084,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25920,0.2408,-0.732,0.125,-0.146,0.513,0.513,1.002,0.079,1.545,0.807,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,25921,0.2408,2.074,0.125,0.135,-0.109,-0.109,1.884,0.797,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25922,0.2408,-0.732,0.125,-0.151,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,25923,0.2408,0.133,0.125,0.065,0.3,0.3,1.884,0.079,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25924,0.2408,-0.711,0.125,0.055,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,25925,0.2408,-0.711,-1.378,0.186,0.513,0.513,1.263,0.882,1.015,-0.081,-0.328,-2.196,0.073,-0.556,-0.027,G
B,1,G,25926,0.2408,-0.413,-0.164,0.065,0.3,0.3,1.002,1.986,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,25927,0.2408,-0.743,-0.164,0.055,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,25928,0.2408,2.074,0.125,0.186,-0.804,-0.804,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25929,0.2408,0.985,1.003,-0.045,0.513,0.513,-0.935,1.007,-1.049,-0.081,0.948,0.519,0.073,1.532,-0.027,G
B,1,G,25930,0.2408,-0.711,1.003,-0.075,1.333,1.637,1.521,1.007,1.015,-0.081,0.948,0.198,0.073,0.388,0.956,G
B,1,G,25931,0.2408,-0.489,1.003,-0.043,0.3,0.3,-0.935,1.007,-0.942,0.807,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,25932,0.2408,0.985,0.125,-0.045,0.3,0.3,1.884,0.713,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25933,0.2408,0.094,0.125,-0.051,0.513,0.513,1.215,0.713,1.545,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,B,25934,0.2408,-0.413,0.125,-0.146,-0.804,-0.804,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.855,-0.027,B
B,1,G,25935,0.2408,-0.743,0.125,0.065,1.333,1.637,1.884,0.713,2.078,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25936,0.2408,0.352,-0.228,-0.146,0.3,0.3,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,-0.772,-0.027,G
B,1,G,25937,0.2408,-0.711,0.125,0.135,0.513,0.513,1.884,1.55,3.157,-0.081,-0.328,-2.196,0.073,0.92,-0.027,G
B,1,G,25938,0.2408,0.985,0.125,0.186,-2.163,-1.648,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,25939,0.2408,5.722,0.125,0.065,0.3,0.3,1.884,-0.15,3.157,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,25940,0.2408,5.722,0.125,-0.027,0.513,0.513,-0.935,3.447,1.015,-0.081,0.948,0.519,0.073,0.156,-0.027,G
B,1,B,25941,0.2408,2.074,0.125,0.186,1.766,1.637,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,25942,0.2408,0.133,0.125,-0.094,-0.804,-0.804,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25943,0.2408,-0.413,0.125,0.135,0.513,0.513,-0.935,1.55,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25944,0.2408,5.722,0.125,0.135,-1.148,1.653,1.884,0.882,1.015,-0.081,-0.328,0.198,0.073,0.388,-0.346,G
B,1,G,25945,0.2408,0.985,0.125,0.055,0.3,0.3,1.884,1.55,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25946,0.2408,-0.491,-0.276,-0.045,-1.375,-1.648,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,-0.855,-0.027,G
B,1,G,25947,0.2408,-0.413,-0.228,-0.027,0.3,0.3,1.521,-0.15,1.015,-0.133,-0.328,0.198,0.073,-0.772,-0.696,G
B,1,B,25948,0.2408,-0.531,0.125,-0.146,0.513,0.513,-0.935,0.797,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,B,25949,0.2408,0.133,0.125,-0.081,0.3,0.3,-0.935,0.713,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,G,25950,0.2408,-0.711,0.125,-0.043,1.727,1.653,1.521,0.797,1.015,-0.081,0.948,0.198,0.073,0.156,0.117,G
B,1,G,25951,0.2408,-0.732,0.125,0.21,0.3,0.3,1.215,-1.084,1.015,-0.081,0.948,0.198,0.073,-0.855,-0.027,G
B,1,G,25952,0.2408,3.341,0.125,-0.094,-0.042,-0.042,1.884,1.55,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,25953,0.2408,-0.743,-0.228,-0.043,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,B,25954,0.2408,-0.711,0.125,0.055,0.513,0.513,-0.935,0.713,-1.049,-0.081,0.948,0.519,0.073,-0.855,-0.027,B
B,1,G,25955,0.2408,0.352,0.125,-0.043,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,25956,0.2408,2.074,0.125,0.135,0.513,0.513,1.884,0.713,2.078,0.807,-0.328,0.198,0.073,0.156,0.77,G
B,1,G,25957,0.2408,0.133,0.125,0.055,1.487,1.653,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,25958,0.2408,0.352,0.125,0.055,0.513,0.513,1.002,1.986,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25959,0.2408,-0.489,-0.164,0.055,-2.196,-1.648,1.002,-0.944,1.545,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,G,25960,0.2408,-0.489,0.125,-0.146,1.558,1.653,1.884,0.713,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25961,0.2408,0.985,0.125,-0.094,0.513,0.513,1.884,-1.084,1.015,0.807,0.948,0.198,0.073,0.388,-0.027,G
B,1,G,25962,0.2408,-0.413,0.125,-0.081,-0.804,-0.804,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.827,G
B,1,G,25963,0.2408,5.722,0.125,0.065,0.513,0.513,1.884,0.713,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,25964,0.2408,-0.489,-0.228,0.106,0.3,0.3,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,25965,0.2408,-0.743,0.125,-0.151,-0.109,-0.109,1.002,-0.325,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,25966,0.2408,0.985,0.125,0.135,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.388,-0.027,G
B,1,B,25967,0.2408,-0.743,-1.378,-0.094,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.855,-0.027,B
B,1,B,25968,0.2408,-0.531,0.125,-0.094,-0.804,-0.804,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,25969,0.2408,-0.108,0.125,-0.151,0.513,0.513,1.884,0.797,1.545,0.807,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,25970,0.2408,0.985,0.125,-0.151,1.766,1.637,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25971,0.2408,0.133,0.125,-0.051,0.3,0.3,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25972,0.2408,-0.732,0.125,0.186,0.513,0.513,1.215,0.797,1.545,0.807,0.948,0.198,0.073,-0.338,-0.027,G
B,1,B,25973,0.2408,0.985,0.125,-0.146,-0.804,-0.804,-0.935,-1.084,-1.049,-0.081,0.948,0.198,0.073,-0.556,-0.027,B
B,1,B,25974,0.2408,-0.732,-0.276,-0.094,-2.196,-1.648,-0.935,-0.944,-1.049,0.807,0.948,0.198,0.073,0.156,-0.027,B
B,1,G,25975,0.2408,-0.108,0.125,-0.094,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25976,0.2408,-0.531,0.125,0.135,-0.042,-0.042,1.263,-1.084,1.545,-0.133,0.948,0.198,0.073,0.92,0.739,G
B,1,G,25977,0.2408,0.094,1.003,-0.081,-2.196,-1.648,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,25978,0.2408,0.133,0.125,-0.094,-1.375,-1.648,1.884,-0.944,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,25979,0.2408,3.341,-0.276,0.135,0.513,0.513,1.884,0.882,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,25980,0.2408,0.094,0.125,-0.094,0.513,0.513,1.002,0.235,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,25981,0.2408,-0.743,1.003,0.186,1.727,1.653,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,25982,0.2408,0.094,0.125,-0.051,0.513,0.513,1.215,1.986,1.545,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,B,25983,0.2408,0.133,0.125,-0.081,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,25984,0.2408,5.722,0.125,0.135,1.766,1.637,1.884,-0.944,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25985,0.2408,-0.491,-0.276,-0.051,0.513,0.513,-0.935,0.235,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,25986,0.2408,-0.732,-0.276,0.106,1.558,1.653,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.388,-0.027,G
B,1,G,25987,0.2408,-0.711,-0.276,0.106,0.3,0.3,-0.935,-0.419,-0.942,0.807,-0.328,0.198,0.073,-0.772,-0.027,G
